event_id,customer_id,campaign_id,advertiser_id,product_id,position,clicked,event_time
EVT_044116,CUST_04755,CMP_037,ADV018,PRDT_025,8,0,2026-06-16 15:22:00
EVT_036899,CUST_04503,CMP_018,ADV010,PRDT_009,2,0,2026-06-16 15:24:00
EVT_025714,CUST_02100,CMP_044,ADV015,PRDT_011,1,0,2026-06-16 15:30:00
EVT_008747,CUST_02721,CMP_032,ADV002,PRDT_167,3,0,2026-06-16 15:33:00
EVT_002210,CUST_01860,CMP_022,ADV009,PRDT_066,9,0,2026-06-16 15:35:00
EVT_024387,CUST_04432,CMP_017,ADV010,PRDT_144,10,0,2026-06-16 15:36:00
EVT_037192,CUST_01069,CMP_032,ADV002,PRDT_001,4,0,2026-06-16 15:37:00
EVT_010054,CUST_03217,CMP_040,ADV012,PRDT_014,10,0,2026-06-16 15:41:00
EVT_013039,CUST_00003,CMP_026,ADV013,PRDT_115,7,0,2026-06-16 15:55:00
EVT_026514,CUST_04238,CMP_028,ADV004,PRDT_044,3,0,2026-06-16 15:57:00
EVT_010483,CUST_01437,CMP_014,ADV003,PRDT_185,6,1,2026-06-16 15:57:00
EVT_036273,CUST_04515,CMP_030,ADV017,PRDT_149,5,0,2026-06-16 16:01:00
EVT_046984,CUST_03943,CMP_044,ADV015,PRDT_052,7,0,2026-06-16 16:03:00
EVT_002706,CUST_02779,CMP_029,ADV001,PRDT_131,6,0,2026-06-16 16:03:00
EVT_022590,CUST_04937,CMP_029,ADV001,PRDT_165,3,0,2026-06-16 16:12:00
EVT_033358,CUST_00905,CMP_042,ADV017,PRDT_072,3,1,2026-06-16 16:12:00
EVT_049268,CUST_04470,CMP_002,ADV013,PRDT_057,4,0,2026-06-16 16:15:00
EVT_013065,CUST_00786,CMP_024,ADV001,PRDT_165,5,0,2026-06-16 16:22:00
EVT_011784,CUST_03534,CMP_009,ADV006,PRDT_169,2,0,2026-06-16 16:22:00
EVT_044080,CUST_04213,CMP_026,ADV013,PRDT_134,9,0,2026-06-16 16:23:00
EVT_011561,CUST_03255,CMP_030,ADV017,PRDT_156,7,0,2026-06-16 16:23:00
EVT_022747,CUST_04394,CMP_044,ADV015,PRDT_012,9,0,2026-06-16 16:24:00
EVT_000167,CUST_02491,CMP_024,ADV001,PRDT_200,4,0,2026-06-16 16:26:00
EVT_032582,CUST_04953,CMP_008,ADV016,PRDT_056,5,0,2026-06-16 16:28:00
EVT_003126,CUST_01295,CMP_010,ADV017,PRDT_156,9,0,2026-06-16 16:42:00
EVT_035682,CUST_04863,CMP_019,ADV019,PRDT_108,7,0,2026-06-16 16:45:00
EVT_006139,CUST_00562,CMP_003,ADV001,PRDT_131,8,0,2026-06-16 16:47:00
EVT_049156,CUST_01926,CMP_006,ADV003,PRDT_016,3,0,2026-06-16 16:51:00
EVT_032566,CUST_00365,CMP_003,ADV001,PRDT_064,2,0,2026-06-16 16:51:00
EVT_011197,CUST_04037,CMP_044,ADV015,PRDT_062,10,0,2026-06-16 16:53:00
EVT_015695,CUST_01339,CMP_032,ADV002,PRDT_027,9,0,2026-06-16 16:54:00
EVT_025655,CUST_00762,CMP_019,ADV019,PRDT_018,4,0,2026-06-16 16:57:00
EVT_043871,CUST_03358,CMP_041,ADV005,PRDT_100,6,0,2026-06-16 16:58:00
EVT_041670,CUST_01980,CMP_038,ADV012,PRDT_084,3,1,2026-06-16 16:59:00
EVT_005724,CUST_02945,CMP_014,ADV003,PRDT_136,7,0,2026-06-16 16:59:00
EVT_000301,CUST_04132,CMP_018,ADV010,PRDT_078,6,0,2026-06-16 17:00:00
EVT_000004,CUST_03485,CMP_022,ADV009,PRDT_194,9,0,2026-06-16 17:03:00
EVT_019831,CUST_00969,CMP_046,ADV005,PRDT_017,10,0,2026-06-16 17:08:00
EVT_033004,CUST_03151,CMP_029,ADV001,PRDT_142,4,0,2026-06-16 17:09:00
EVT_004138,CUST_01448,CMP_029,ADV001,PRDT_181,7,0,2026-06-16 17:09:00
EVT_012647,CUST_04364,CMP_048,ADV002,PRDT_167,7,0,2026-06-16 17:13:00
EVT_018184,CUST_04408,CMP_010,ADV017,PRDT_008,8,0,2026-06-16 17:14:00
EVT_041773,CUST_02259,CMP_030,ADV017,PRDT_072,10,0,2026-06-16 17:20:00
EVT_022159,CUST_04348,CMP_026,ADV013,PRDT_063,1,0,2026-06-16 17:21:00
EVT_037707,CUST_01150,CMP_012,ADV005,PRDT_077,2,0,2026-06-16 17:22:00
EVT_045652,CUST_03563,CMP_025,ADV019,PRDT_188,5,0,2026-06-16 17:22:00
EVT_000082,CUST_00012,CMP_042,ADV017,PRDT_159,10,0,2026-06-16 17:30:00
EVT_000673,CUST_04586,CMP_025,ADV019,PRDT_071,6,0,2026-06-16 17:31:00
EVT_048027,CUST_01474,CMP_020,ADV017,PRDT_110,6,0,2026-06-16 17:32:00
EVT_045741,CUST_04446,CMP_024,ADV001,PRDT_132,2,0,2026-06-16 17:32:00
EVT_018570,CUST_04735,CMP_028,ADV004,PRDT_118,9,0,2026-06-16 17:32:00
EVT_040201,CUST_02654,CMP_022,ADV009,PRDT_135,6,0,2026-06-16 17:36:00
EVT_005788,CUST_00361,CMP_046,ADV005,PRDT_113,1,0,2026-06-16 17:37:00
EVT_016564,CUST_02347,CMP_038,ADV012,PRDT_145,5,0,2026-06-16 17:38:00
EVT_014205,CUST_04859,CMP_024,ADV001,PRDT_165,9,0,2026-06-16 17:43:00
EVT_023432,CUST_01114,CMP_032,ADV002,PRDT_162,1,0,2026-06-16 17:44:00
EVT_031717,CUST_03996,CMP_043,ADV016,PRDT_180,5,0,2026-06-16 17:46:00
EVT_004470,CUST_04527,CMP_026,ADV013,PRDT_063,10,0,2026-06-16 17:49:00
EVT_048512,CUST_04004,CMP_011,ADV005,PRDT_163,6,0,2026-06-16 17:49:00
EVT_011137,CUST_02479,CMP_042,ADV017,PRDT_150,4,0,2026-06-16 17:50:00
EVT_032518,CUST_00632,CMP_037,ADV018,PRDT_058,9,0,2026-06-16 17:55:00
EVT_008033,CUST_03131,CMP_034,ADV007,PRDT_153,5,0,2026-06-16 17:57:00
EVT_003185,CUST_04451,CMP_017,ADV010,PRDT_048,5,0,2026-06-16 18:02:00
EVT_024572,CUST_00265,CMP_048,ADV002,PRDT_162,8,0,2026-06-16 18:05:00
EVT_019208,CUST_02482,CMP_031,ADV008,PRDT_196,4,0,2026-06-16 18:08:00
EVT_026983,CUST_03717,CMP_018,ADV010,PRDT_106,4,0,2026-06-16 18:09:00
EVT_045818,CUST_03789,CMP_041,ADV005,PRDT_163,10,0,2026-06-16 18:10:00
EVT_005032,CUST_03473,CMP_041,ADV005,PRDT_088,10,0,2026-06-16 18:11:00
EVT_037694,CUST_02109,CMP_001,ADV017,PRDT_110,9,0,2026-06-16 18:12:00
EVT_040914,CUST_04719,CMP_013,ADV006,PRDT_183,5,0,2026-06-16 18:14:00
EVT_013622,CUST_01196,CMP_045,ADV015,PRDT_096,8,0,2026-06-16 18:16:00
EVT_024027,CUST_01264,CMP_012,ADV005,PRDT_141,9,0,2026-06-16 18:20:00
EVT_009813,CUST_02419,CMP_022,ADV009,PRDT_140,6,0,2026-06-16 18:21:00
EVT_018049,CUST_00012,CMP_040,ADV012,PRDT_068,5,0,2026-06-16 18:27:00
EVT_013095,CUST_03619,CMP_009,ADV006,PRDT_125,9,0,2026-06-16 18:33:00
EVT_008790,CUST_00884,CMP_048,ADV002,PRDT_167,1,0,2026-06-16 18:39:00
EVT_035499,CUST_03720,CMP_013,ADV006,PRDT_169,10,0,2026-06-16 18:42:00
EVT_049163,CUST_01644,CMP_007,ADV001,PRDT_200,6,0,2026-06-16 18:44:00
EVT_046951,CUST_04027,CMP_049,ADV011,PRDT_171,2,0,2026-06-16 18:47:00
EVT_020148,CUST_02128,CMP_033,ADV008,PRDT_196,7,0,2026-06-16 18:50:00
EVT_042258,CUST_00296,CMP_016,ADV005,PRDT_163,9,0,2026-06-16 18:53:00
EVT_048186,CUST_04044,CMP_037,ADV018,PRDT_045,8,0,2026-06-16 18:56:00
EVT_016656,CUST_02218,CMP_041,ADV005,PRDT_157,10,0,2026-06-16 18:57:00
EVT_036086,CUST_01122,CMP_018,ADV010,PRDT_048,6,0,2026-06-16 18:58:00
EVT_042991,CUST_01254,CMP_006,ADV003,PRDT_034,9,0,2026-06-16 19:00:00
EVT_045395,CUST_02329,CMP_008,ADV016,PRDT_184,2,0,2026-06-16 19:01:00
EVT_045195,CUST_01134,CMP_013,ADV006,PRDT_042,5,0,2026-06-16 19:04:00
EVT_016435,CUST_01605,CMP_046,ADV005,PRDT_113,2,0,2026-06-16 19:06:00
EVT_035817,CUST_02779,CMP_048,ADV002,PRDT_176,10,0,2026-06-16 19:06:00
EVT_014372,CUST_01215,CMP_015,ADV005,PRDT_077,9,0,2026-06-16 19:07:00
EVT_019037,CUST_01404,CMP_007,ADV001,PRDT_164,9,0,2026-06-16 19:08:00
EVT_028409,CUST_00236,CMP_041,ADV005,PRDT_141,2,0,2026-06-16 19:09:00
EVT_030279,CUST_04625,CMP_013,ADV006,PRDT_177,5,0,2026-06-16 19:10:00
EVT_021460,CUST_00572,CMP_045,ADV015,PRDT_104,4,0,2026-06-16 19:12:00
EVT_033696,CUST_04644,CMP_008,ADV016,PRDT_087,7,0,2026-06-16 19:15:00
EVT_041197,CUST_04398,CMP_016,ADV005,PRDT_088,10,0,2026-06-16 19:17:00
EVT_048283,CUST_02183,CMP_026,ADV013,PRDT_060,9,0,2026-06-16 19:19:00
EVT_011309,CUST_00081,CMP_043,ADV016,PRDT_087,3,0,2026-06-16 19:25:00
EVT_002293,CUST_03546,CMP_001,ADV017,PRDT_036,4,0,2026-06-16 19:25:00
EVT_018538,CUST_00925,CMP_027,ADV013,PRDT_063,2,0,2026-06-16 19:25:00
EVT_002286,CUST_04415,CMP_050,ADV019,PRDT_071,8,0,2026-06-16 19:26:00
EVT_016718,CUST_02535,CMP_047,ADV014,PRDT_035,5,0,2026-06-16 19:26:00
EVT_033374,CUST_01317,CMP_035,ADV002,PRDT_001,10,0,2026-06-16 19:27:00
EVT_005080,CUST_03514,CMP_016,ADV005,PRDT_100,9,0,2026-06-16 19:28:00
EVT_046569,CUST_01150,CMP_008,ADV016,PRDT_180,10,0,2026-06-16 19:30:00
EVT_037869,CUST_03244,CMP_039,ADV001,PRDT_195,8,0,2026-06-16 19:32:00
EVT_039503,CUST_00996,CMP_031,ADV008,PRDT_073,5,0,2026-06-16 19:34:00
EVT_019394,CUST_02476,CMP_027,ADV013,PRDT_124,3,0,2026-06-16 19:35:00
EVT_032446,CUST_03150,CMP_032,ADV002,PRDT_001,10,0,2026-06-16 19:37:00
EVT_007338,CUST_00370,CMP_049,ADV011,PRDT_129,10,0,2026-06-16 19:38:00
EVT_049941,CUST_03177,CMP_038,ADV012,PRDT_090,4,1,2026-06-16 19:45:00
EVT_015344,CUST_01101,CMP_047,ADV014,PRDT_050,8,0,2026-06-16 19:47:00
EVT_035505,CUST_01798,CMP_046,ADV005,PRDT_141,6,0,2026-06-16 19:51:00
EVT_044532,CUST_00803,CMP_048,ADV002,PRDT_167,1,0,2026-06-16 19:53:00
EVT_012843,CUST_01819,CMP_035,ADV002,PRDT_161,8,1,2026-06-16 19:53:00
EVT_005901,CUST_02734,CMP_021,ADV014,PRDT_097,1,0,2026-06-16 19:58:00
EVT_035086,CUST_03669,CMP_028,ADV004,PRDT_112,4,0,2026-06-16 19:58:00
EVT_042479,CUST_00404,CMP_037,ADV018,PRDT_025,7,0,2026-06-16 20:01:00
EVT_042744,CUST_00717,CMP_038,ADV012,PRDT_002,8,0,2026-06-16 20:03:00
EVT_046879,CUST_03592,CMP_030,ADV017,PRDT_172,10,0,2026-06-16 20:16:00
EVT_037375,CUST_01157,CMP_022,ADV009,PRDT_026,6,0,2026-06-16 20:20:00
EVT_035877,CUST_04479,CMP_011,ADV005,PRDT_141,3,0,2026-06-16 20:22:00
EVT_013663,CUST_00316,CMP_022,ADV009,PRDT_082,1,0,2026-06-16 20:25:00
EVT_018285,CUST_03828,CMP_027,ADV013,PRDT_124,9,0,2026-06-16 20:26:00
EVT_024624,CUST_01033,CMP_044,ADV015,PRDT_012,1,1,2026-06-16 20:27:00
EVT_023451,CUST_01131,CMP_024,ADV001,PRDT_181,10,0,2026-06-16 20:30:00
EVT_012674,CUST_03516,CMP_007,ADV001,PRDT_200,7,0,2026-06-16 20:33:00
EVT_037771,CUST_03449,CMP_015,ADV005,PRDT_088,1,0,2026-06-16 20:34:00
EVT_002150,CUST_03349,CMP_024,ADV001,PRDT_076,3,0,2026-06-16 20:36:00
EVT_013330,CUST_02806,CMP_022,ADV009,PRDT_135,3,0,2026-06-16 20:38:00
EVT_045976,CUST_03821,CMP_025,ADV019,PRDT_143,1,0,2026-06-16 20:39:00
EVT_044140,CUST_03892,CMP_022,ADV009,PRDT_020,8,0,2026-06-16 20:40:00
EVT_023339,CUST_03580,CMP_030,ADV017,PRDT_160,4,0,2026-06-16 20:41:00
EVT_004682,CUST_02481,CMP_037,ADV018,PRDT_198,3,0,2026-06-16 20:42:00
EVT_039216,CUST_01791,CMP_014,ADV003,PRDT_155,2,0,2026-06-16 20:42:00
EVT_007126,CUST_02348,CMP_024,ADV001,PRDT_181,8,0,2026-06-16 20:48:00
EVT_045052,CUST_01376,CMP_026,ADV013,PRDT_124,7,0,2026-06-16 20:49:00
EVT_043320,CUST_03338,CMP_030,ADV017,PRDT_160,1,0,2026-06-16 20:51:00
EVT_012443,CUST_00645,CMP_011,ADV005,PRDT_017,1,0,2026-06-16 20:52:00
EVT_004799,CUST_03652,CMP_006,ADV003,PRDT_075,8,0,2026-06-16 20:53:00
EVT_020208,CUST_01564,CMP_034,ADV007,PRDT_137,2,0,2026-06-16 20:59:00
EVT_022091,CUST_02454,CMP_011,ADV005,PRDT_113,8,0,2026-06-16 20:59:00
EVT_022797,CUST_00012,CMP_005,ADV009,PRDT_182,8,0,2026-06-16 21:00:00
EVT_034103,CUST_02579,CMP_032,ADV002,PRDT_001,10,0,2026-06-16 21:01:00
EVT_033624,CUST_00097,CMP_016,ADV005,PRDT_017,4,0,2026-06-16 21:03:00
EVT_021083,CUST_01967,CMP_005,ADV009,PRDT_020,5,0,2026-06-16 21:06:00
EVT_041545,CUST_00040,CMP_032,ADV002,PRDT_047,2,0,2026-06-16 21:06:00
EVT_027526,CUST_04622,CMP_018,ADV010,PRDT_078,3,0,2026-06-16 21:06:00
EVT_042303,CUST_00718,CMP_025,ADV019,PRDT_018,7,0,2026-06-16 21:07:00
EVT_044465,CUST_00167,CMP_049,ADV011,PRDT_129,4,0,2026-06-16 21:10:00
EVT_002791,CUST_00498,CMP_021,ADV014,PRDT_101,5,0,2026-06-16 21:15:00
EVT_048744,CUST_00861,CMP_045,ADV015,PRDT_116,7,0,2026-06-16 21:17:00
EVT_048894,CUST_04969,CMP_029,ADV001,PRDT_195,7,0,2026-06-16 21:17:00
EVT_038405,CUST_03980,CMP_001,ADV017,PRDT_149,5,0,2026-06-16 21:17:00
EVT_034104,CUST_01180,CMP_040,ADV012,PRDT_007,7,0,2026-06-16 21:19:00
EVT_026625,CUST_04113,CMP_034,ADV007,PRDT_137,9,0,2026-06-16 21:19:00
EVT_000834,CUST_03150,CMP_012,ADV005,PRDT_157,6,0,2026-06-16 21:21:00
EVT_035199,CUST_04340,CMP_032,ADV002,PRDT_085,7,0,2026-06-16 21:22:00
EVT_011427,CUST_01420,CMP_020,ADV017,PRDT_110,8,0,2026-06-16 21:22:00
EVT_036614,CUST_00066,CMP_046,ADV005,PRDT_141,5,0,2026-06-16 21:27:00
EVT_039419,CUST_03476,CMP_042,ADV017,PRDT_072,2,0,2026-06-16 21:32:00
EVT_017879,CUST_01448,CMP_029,ADV001,PRDT_195,2,0,2026-06-16 21:38:00
EVT_043068,CUST_01229,CMP_029,ADV001,PRDT_099,8,0,2026-06-16 21:42:00
EVT_012133,CUST_02373,CMP_026,ADV013,PRDT_124,7,0,2026-06-16 21:43:00
EVT_038320,CUST_01276,CMP_029,ADV001,PRDT_086,8,0,2026-06-16 21:43:00
EVT_022072,CUST_00181,CMP_045,ADV015,PRDT_096,6,0,2026-06-16 21:49:00
EVT_043752,CUST_04981,CMP_010,ADV017,PRDT_172,7,0,2026-06-16 21:52:00
EVT_027667,CUST_02927,CMP_016,ADV005,PRDT_113,2,1,2026-06-16 21:54:00
EVT_035622,CUST_02721,CMP_010,ADV017,PRDT_150,7,0,2026-06-16 21:55:00
EVT_042838,CUST_02024,CMP_040,ADV012,PRDT_084,4,0,2026-06-16 21:57:00
EVT_042585,CUST_01069,CMP_008,ADV016,PRDT_179,9,0,2026-06-16 21:57:00
EVT_036906,CUST_03227,CMP_034,ADV007,PRDT_030,3,0,2026-06-16 22:05:00
EVT_049589,CUST_04280,CMP_027,ADV013,PRDT_124,4,0,2026-06-16 22:07:00
EVT_010701,CUST_00673,CMP_001,ADV017,PRDT_149,6,0,2026-06-16 22:07:00
EVT_043070,CUST_04283,CMP_001,ADV017,PRDT_150,9,0,2026-06-16 22:10:00
EVT_026263,CUST_00467,CMP_010,ADV017,PRDT_008,10,0,2026-06-16 22:18:00
EVT_015440,CUST_01548,CMP_007,ADV001,PRDT_093,10,0,2026-06-16 22:18:00
EVT_038752,CUST_03376,CMP_046,ADV005,PRDT_100,4,0,2026-06-16 22:19:00
EVT_019614,CUST_04342,CMP_047,ADV014,PRDT_050,7,0,2026-06-16 22:21:00
EVT_024769,CUST_03753,CMP_036,ADV003,PRDT_094,5,0,2026-06-16 22:22:00
EVT_021308,CUST_02934,CMP_024,ADV001,PRDT_200,2,0,2026-06-16 22:23:00
EVT_023350,CUST_01257,CMP_007,ADV001,PRDT_165,2,0,2026-06-16 22:24:00
EVT_049461,CUST_02204,CMP_018,ADV010,PRDT_123,3,0,2026-06-16 22:26:00
EVT_008538,CUST_02872,CMP_007,ADV001,PRDT_067,3,0,2026-06-16 22:28:00
EVT_005987,CUST_01121,CMP_012,ADV005,PRDT_100,7,0,2026-06-16 22:28:00
EVT_033962,CUST_04548,CMP_013,ADV006,PRDT_183,5,0,2026-06-16 22:33:00
EVT_042067,CUST_03071,CMP_011,ADV005,PRDT_163,5,0,2026-06-16 22:34:00
EVT_016313,CUST_01483,CMP_034,ADV007,PRDT_081,8,0,2026-06-16 22:37:00
EVT_026427,CUST_01456,CMP_044,ADV015,PRDT_104,3,0,2026-06-16 22:37:00
EVT_035533,CUST_02292,CMP_043,ADV016,PRDT_087,3,0,2026-06-16 22:42:00
EVT_021899,CUST_04958,CMP_021,ADV014,PRDT_097,9,0,2026-06-16 22:43:00
EVT_020442,CUST_02413,CMP_034,ADV007,PRDT_102,2,0,2026-06-16 22:44:00
EVT_032609,CUST_02088,CMP_049,ADV011,PRDT_129,4,0,2026-06-16 22:50:00
EVT_036670,CUST_03162,CMP_007,ADV001,PRDT_200,10,0,2026-06-16 22:55:00
EVT_027760,CUST_01694,CMP_013,ADV006,PRDT_173,4,0,2026-06-16 22:56:00
EVT_000368,CUST_03502,CMP_022,ADV009,PRDT_080,2,0,2026-06-16 22:56:00
EVT_018353,CUST_03303,CMP_003,ADV001,PRDT_099,3,0,2026-06-16 22:57:00
EVT_019450,CUST_02925,CMP_020,ADV017,PRDT_008,6,0,2026-06-16 22:59:00
EVT_033123,CUST_04122,CMP_038,ADV012,PRDT_126,1,0,2026-06-16 23:00:00
EVT_026995,CUST_02698,CMP_033,ADV008,PRDT_139,3,0,2026-06-16 23:01:00
EVT_032809,CUST_02583,CMP_014,ADV003,PRDT_098,2,0,2026-06-16 23:04:00
EVT_020270,CUST_00678,CMP_003,ADV001,PRDT_142,5,0,2026-06-16 23:07:00
EVT_010684,CUST_01231,CMP_022,ADV009,PRDT_194,5,0,2026-06-16 23:11:00
EVT_000271,CUST_02344,CMP_003,ADV001,PRDT_099,3,0,2026-06-16 23:14:00
EVT_047253,CUST_02672,CMP_048,ADV002,PRDT_122,6,0,2026-06-16 23:18:00
EVT_011073,CUST_03749,CMP_023,ADV014,PRDT_101,3,0,2026-06-16 23:22:00
EVT_027555,CUST_04912,CMP_048,ADV002,PRDT_161,10,0,2026-06-16 23:23:00
EVT_043586,CUST_04669,CMP_049,ADV011,PRDT_171,8,0,2026-06-16 23:24:00
EVT_027645,CUST_03356,CMP_002,ADV013,PRDT_119,4,1,2026-06-16 23:28:00
EVT_037447,CUST_02704,CMP_001,ADV017,PRDT_156,5,0,2026-06-16 23:29:00
EVT_021633,CUST_02681,CMP_025,ADV019,PRDT_108,8,0,2026-06-16 23:31:00
EVT_042242,CUST_02069,CMP_030,ADV017,PRDT_008,10,0,2026-06-16 23:33:00
EVT_007406,CUST_00798,CMP_017,ADV010,PRDT_106,8,0,2026-06-16 23:33:00
EVT_048553,CUST_03931,CMP_019,ADV019,PRDT_188,4,0,2026-06-16 23:37:00
EVT_047532,CUST_04759,CMP_020,ADV017,PRDT_149,1,0,2026-06-16 23:37:00
EVT_042473,CUST_01059,CMP_022,ADV009,PRDT_082,5,0,2026-06-16 23:43:00
EVT_035202,CUST_02567,CMP_008,ADV016,PRDT_051,1,0,2026-06-16 23:44:00
EVT_027461,CUST_02653,CMP_041,ADV005,PRDT_163,3,0,2026-06-16 23:44:00
EVT_006585,CUST_00261,CMP_012,ADV005,PRDT_141,7,0,2026-06-16 23:45:00
EVT_003915,CUST_03913,CMP_047,ADV014,PRDT_024,5,0,2026-06-16 23:47:00
EVT_049314,CUST_02945,CMP_045,ADV015,PRDT_062,9,0,2026-06-16 23:51:00
EVT_008631,CUST_00639,CMP_001,ADV017,PRDT_158,9,0,2026-06-16 23:51:00
EVT_034179,CUST_01757,CMP_029,ADV001,PRDT_200,9,0,2026-06-16 23:52:00
EVT_029685,CUST_04277,CMP_036,ADV003,PRDT_185,3,0,2026-06-16 23:52:00
EVT_022469,CUST_00973,CMP_010,ADV017,PRDT_156,3,0,2026-06-16 23:55:00
EVT_029791,CUST_00180,CMP_025,ADV019,PRDT_071,3,0,2026-06-16 23:56:00
EVT_027626,CUST_01513,CMP_038,ADV012,PRDT_168,9,0,2026-06-17 00:06:00
EVT_010870,CUST_00199,CMP_019,ADV019,PRDT_013,4,0,2026-06-17 00:10:00
EVT_020260,CUST_03667,CMP_007,ADV001,PRDT_076,5,0,2026-06-17 00:10:00
EVT_035365,CUST_02691,CMP_039,ADV001,PRDT_086,1,0,2026-06-17 00:11:00
EVT_039253,CUST_02701,CMP_001,ADV017,PRDT_149,1,0,2026-06-17 00:14:00
EVT_011283,CUST_01183,CMP_012,ADV005,PRDT_095,8,1,2026-06-17 00:15:00
EVT_011053,CUST_02665,CMP_019,ADV019,PRDT_013,9,0,2026-06-17 00:16:00
EVT_010906,CUST_00183,CMP_021,ADV014,PRDT_050,9,0,2026-06-17 00:24:00
EVT_015660,CUST_00825,CMP_039,ADV001,PRDT_067,4,0,2026-06-17 00:24:00
EVT_018931,CUST_03952,CMP_018,ADV010,PRDT_009,10,0,2026-06-17 00:26:00
EVT_049100,CUST_01190,CMP_007,ADV001,PRDT_132,3,0,2026-06-17 00:27:00
EVT_038745,CUST_03767,CMP_025,ADV019,PRDT_190,5,0,2026-06-17 00:28:00
EVT_005412,CUST_02525,CMP_017,ADV010,PRDT_043,4,0,2026-06-17 00:29:00
EVT_011226,CUST_02357,CMP_035,ADV002,PRDT_162,6,0,2026-06-17 00:31:00
EVT_009301,CUST_02543,CMP_017,ADV010,PRDT_078,1,0,2026-06-17 00:32:00
EVT_042743,CUST_00301,CMP_036,ADV003,PRDT_094,9,0,2026-06-17 00:34:00
EVT_014269,CUST_04440,CMP_034,ADV007,PRDT_120,4,0,2026-06-17 00:34:00
EVT_025299,CUST_03302,CMP_035,ADV002,PRDT_004,6,0,2026-06-17 00:36:00
EVT_020071,CUST_03908,CMP_041,ADV005,PRDT_095,4,0,2026-06-17 00:37:00
EVT_034301,CUST_03120,CMP_012,ADV005,PRDT_095,4,0,2026-06-17 00:38:00
EVT_043577,CUST_04300,CMP_020,ADV017,PRDT_156,8,0,2026-06-17 00:48:00
EVT_019888,CUST_04491,CMP_043,ADV016,PRDT_087,1,0,2026-06-17 00:54:00
EVT_022043,CUST_03758,CMP_029,ADV001,PRDT_142,3,1,2026-06-17 01:01:00
EVT_035141,CUST_03141,CMP_029,ADV001,PRDT_099,6,0,2026-06-17 01:02:00
EVT_044149,CUST_00962,CMP_027,ADV013,PRDT_063,3,0,2026-06-17 01:11:00
EVT_002566,CUST_02218,CMP_023,ADV014,PRDT_050,3,0,2026-06-17 01:16:00
EVT_030239,CUST_01193,CMP_012,ADV005,PRDT_163,2,0,2026-06-17 01:23:00
EVT_042111,CUST_04253,CMP_001,ADV017,PRDT_159,7,1,2026-06-17 01:28:00
EVT_026239,CUST_03132,CMP_023,ADV014,PRDT_054,1,0,2026-06-17 01:28:00
EVT_029401,CUST_03047,CMP_042,ADV017,PRDT_149,7,0,2026-06-17 01:35:00
EVT_031231,CUST_03488,CMP_025,ADV019,PRDT_121,8,0,2026-06-17 01:36:00
EVT_025916,CUST_02306,CMP_036,ADV003,PRDT_074,4,0,2026-06-17 01:37:00
EVT_014222,CUST_04483,CMP_009,ADV006,PRDT_125,2,0,2026-06-17 01:39:00
EVT_026511,CUST_04964,CMP_005,ADV009,PRDT_061,7,0,2026-06-17 01:40:00
EVT_006227,CUST_04662,CMP_010,ADV017,PRDT_156,3,0,2026-06-17 01:44:00
EVT_048722,CUST_02564,CMP_032,ADV002,PRDT_161,5,0,2026-06-17 01:44:00
EVT_034822,CUST_04273,CMP_027,ADV013,PRDT_063,4,0,2026-06-17 01:53:00
EVT_035264,CUST_02794,CMP_033,ADV008,PRDT_039,9,0,2026-06-17 01:53:00
EVT_023861,CUST_02560,CMP_031,ADV008,PRDT_039,1,0,2026-06-17 01:57:00
EVT_021243,CUST_03160,CMP_024,ADV001,PRDT_093,4,1,2026-06-17 02:00:00
EVT_022395,CUST_03828,CMP_002,ADV013,PRDT_063,5,0,2026-06-17 02:01:00
EVT_000627,CUST_04794,CMP_004,ADV002,PRDT_162,5,0,2026-06-17 02:05:00
EVT_013266,CUST_04675,CMP_026,ADV013,PRDT_134,5,0,2026-06-17 02:12:00
EVT_006276,CUST_02178,CMP_044,ADV015,PRDT_104,4,0,2026-06-17 02:14:00
EVT_036554,CUST_01918,CMP_008,ADV016,PRDT_056,7,0,2026-06-17 02:14:00
EVT_045560,CUST_02035,CMP_023,ADV014,PRDT_035,2,0,2026-06-17 02:16:00
EVT_035606,CUST_01890,CMP_003,ADV001,PRDT_067,2,0,2026-06-17 02:16:00
EVT_016553,CUST_03274,CMP_032,ADV002,PRDT_004,10,0,2026-06-17 02:21:00
EVT_016353,CUST_00581,CMP_044,ADV015,PRDT_052,2,0,2026-06-17 02:24:00
EVT_049236,CUST_03424,CMP_021,ADV014,PRDT_097,4,0,2026-06-17 02:25:00
EVT_003706,CUST_00706,CMP_018,ADV010,PRDT_043,9,1,2026-06-17 02:28:00
EVT_006613,CUST_03391,CMP_008,ADV016,PRDT_051,2,0,2026-06-17 02:28:00
EVT_005806,CUST_02650,CMP_010,ADV017,PRDT_110,3,0,2026-06-17 02:29:00
EVT_015410,CUST_00901,CMP_048,ADV002,PRDT_162,6,0,2026-06-17 02:33:00
EVT_003171,CUST_02195,CMP_014,ADV003,PRDT_089,3,0,2026-06-17 02:36:00
EVT_019707,CUST_02180,CMP_018,ADV010,PRDT_144,3,0,2026-06-17 02:39:00
EVT_016638,CUST_00374,CMP_033,ADV008,PRDT_196,5,0,2026-06-17 02:40:00
EVT_015725,CUST_03612,CMP_025,ADV019,PRDT_018,6,0,2026-06-17 02:42:00
